timestamp,prod_id,station_id,sensor,value,station_id,prodid,part_id
2021-06-17 19:05:31.421312512,ACME123,234,A,-0.7995458628749204,234,ACME123,2f10d3bf-e5ed-450b-ba05-ea51b9dbc14c
2021-06-17 19:05:33.673147648,ACME123,234,T_max,58.52762442902183,234,ACME123,2f10d3bf-e5ed-450b-ba05-ea51b9dbc14c
2021-06-17 19:05:29.393173504,ACME123,235,tol,-0.38895918095108967,235,ACME123,2f10d3bf-e5ed-450b-ba05-ea51b9dbc14c
2021-06-17 19:05:31.553795072,ACME123,235,Rückführkrft ballist.,15.81086033022456,235,ACME123,2f10d3bf-e5ed-450b-ba05-ea51b9dbc14c
2021-06-17 19:05:33.087976704,ACME123,235,r_nul,9,235,ACME123,2f10d3bf-e5ed-450b-ba05-ea51b9dbc14c
2021-06-17 19:05:33.462983936,ACME123,235,STATUS,OK,235,ACME123,2f10d3bf-e5ed-450b-ba05-ea51b9dbc14c
2021-06-17 19:05:48.975298304,ACME123,234,A,-0.013833051478936353,234,ACME123,e2ec58a7-274a-41a6-9893-34ca96f1e17a
2021-06-17 19:05:39.587068928,ACME123,235,tol,1.1915175366713262,235,ACME123,e2ec58a7-274a-41a6-9893-34ca96f1e17a
2021-06-17 19:05:40.087096576,ACME123,235,Rückführkrft ballist.,19.22737102684843,235,ACME123,e2ec58a7-274a-41a6-9893-34ca96f1e17a
2021-06-17 19:05:45.195968768,ACME123,235,r_nul,5,235,ACME123,e2ec58a7-274a-41a6-9893-34ca96f1e17a
2021-06-17 19:05:45.600968960,ACME123,235,STATUS,OK,235,ACME123,e2ec58a7-274a-41a6-9893-34ca96f1e17a
2021-06-17 19:05:49.486074624,ACME123,234,A,-0.028555795714468552,234,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:49.636826624,ACME123,234,T_max,54.41404510267128,234,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:51.311137536,ACME123,234,C,0,234,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:54.261039616,ACME123,234,STATUS,OK,234,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:50.479682816,ACME123,235,tol,-1.2122875291190198,235,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:50.862122240,ACME123,235,Rückführkrft ballist.,23.765976763435432,235,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:51.679144448,ACME123,235,r_nul,3,235,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:53.395048960,ACME123,235,STATUS,OK,235,ACME123,509cab7f-f18b-4310-934c-c4f19781b0d6
2021-06-17 19:05:59.713875968,ACME123,234,A,0.18383319139480686,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
2021-06-17 19:06:08.116068352,ACME123,234,T_max,42.81660302609262,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
2021-06-17 19:06:08.224877312,ACME123,234,C,2,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
2021-06-17 19:06:08.890959104,ACME123,234,STATUS,OK,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
2021-06-17 19:06:00.877182464,ACME123,235,tol,0.48476254891700404,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
2021-06-17 19:06:03.733228800,ACME123,235,Rückführkrft ballist.,20.841730450854147,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
2021-06-17 19:06:04.352381696,ACME123,235,r_nul,4,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
2021-06-17 19:06:05.684912896,ACME123,235,STATUS,OK,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
